latitude,longitude,elevation (ft),velocity (mph),distance (miles),date,time,elapsed_time (seconds)
30.44630666666667,-97.64887166666666,629.92128,,0,2015-02-11,14:22:04,0.0
30.446135,-97.648595,643.04464,24.36529495895892,0.0203044124657991,2015-02-11,14:22:07,3.0
30.44616,-97.64863,639.7638,1.2183351613049909,0.023011823935365747,2015-02-11,14:22:15,11.0
30.44616,-97.64863,639.7638,0.0,0.023011823935365747,2015-02-11,14:22:22,18.0
30.446175,-97.64882666666666,580.70868,8.46745387756591,0.03477217654309618,2015-02-11,14:22:27,23.0
30.44615,-97.648725,606.9553999999999,11.335286287596835,0.04106955781398331,2015-02-11,14:22:29,25.0
30.44596,-97.649395,626.64044,30.24919732829569,0.08308233188106065,2015-02-11,14:22:34,30.0
30.445975,-97.64955,626.64044,33.446508314215286,0.09237302863500935,2015-02-11,14:22:35,31.0
30.445935,-97.650005,623.3596,49.03743970568882,0.11961605069372536,2015-02-11,14:22:37,33.0
30.446081666666668,-97.65019,620.07876,53.8948960343473,0.1345868551477107,2015-02-11,14:22:38,34.0
30.446151666666665,-97.65037166666667,620.07876,42.670038908611716,0.14643964373343618,2015-02-11,14:22:39,35.0
30.44618,-97.650535,623.3596,35.72665971546055,0.15636371587661968,2015-02-11,14:22:40,36.0
30.44647,-97.650955,623.3596,57.69450273070335,0.1884162173936771,2015-02-11,14:22:42,38.0
30.44654,-97.65122333333333,629.92128,60.116954410900334,0.20511537139670497,2015-02-11,14:22:43,39.0
30.44663,-97.65138666666667,633.20212,41.56753236555779,0.21666190816491546,2015-02-11,14:22:44,40.0
30.44678,-97.65156,639.7638,52.66485283053985,0.23129103395117653,2015-02-11,14:22:45,41.0
30.44688,-97.65187,666.01052,70.97612740937993,0.2510066248982265,2015-02-11,14:22:46,42.0
30.44707,-97.65225666666667,672.5722,47.71886630105368,0.27751710617658965,2015-02-11,14:22:48,44.0
30.44718,-97.65245,672.5722,49.67226462925653,0.29131495746249425,2015-02-11,14:22:49,45.0
30.447286666666667,-97.65263,669.2913599999999,46.83756900536123,0.30432539329731684,2015-02-11,14:22:50,46.0
30.447405,-97.65278,692.25724,43.599776380973616,0.3164364422920317,2015-02-11,14:22:51,47.0
30.447516666666665,-97.65289666666666,702.09976,37.381059901454904,0.32682007004243585,2015-02-11,14:22:52,48.0
30.44766,-97.653065,708.66144,50.7348019278167,0.3409130705779405,2015-02-11,14:22:53,49.0
30.447775,-97.653235,711.94228,46.33674826519067,0.35378438954049346,2015-02-11,14:22:54,50.0
30.447885,-97.653425,708.66144,49.07702971512249,0.36741689779469416,2015-02-11,14:22:55,51.0
30.44798,-97.653595,711.94228,43.4423311588709,0.37948421200549165,2015-02-11,14:22:56,52.0
30.448081666666667,-97.65377,711.94228,45.25117841034722,0.39205398378614364,2015-02-11,14:22:57,53.0
30.44818666666667,-97.65398,711.94228,52.05655155441014,0.406514136995702,2015-02-11,14:22:58,54.0
30.4483,-97.65417,708.66144,49.54391217204128,0.420276334821269,2015-02-11,14:22:59,55.0
30.448355,-97.654375,705.3806,46.03812749777107,0.43306470357064986,2015-02-11,14:23:00,56.0
30.44844,-97.654555,705.3806,44.00899523165371,0.4452894244683314,2015-02-11,14:23:01,57.0
30.448521666666668,-97.654695,708.66144,36.24722766766824,0.45535809882046147,2015-02-11,14:23:02,58.0
30.448625,-97.65477,715.22312,30.319494560678507,0.4637801806428722,2015-02-11,14:23:03,59.0
30.448686666666667,-97.65495,711.94228,41.53374903137979,0.4753173331515888,2015-02-11,14:23:04,60.0
30.448755,-97.65510166666667,728.34648,36.69577565834701,0.4855106041677963,2015-02-11,14:23:05,61.0
30.448795,-97.655245,731.6273199999999,32.30538374828252,0.49448432187565255,2015-02-11,14:23:06,62.0
30.448843333333333,-97.65538,728.34648,31.345341440742153,0.5031913611647476,2015-02-11,14:23:07,63.0
30.44885,-97.65554,731.6273199999999,34.34897588954676,0.5127327433562884,2015-02-11,14:23:08,64.0
30.448881666666665,-97.655655,725.06564,25.886949094339847,0.5199235625491606,2015-02-11,14:23:09,65.0
30.44893666666667,-97.65571,721.7848,9.031147554310333,0.5249408667459997,2015-02-11,14:23:11,67.0
30.44898,-97.655795,718.50396,7.058376609989676,0.5308228472543245,2015-02-11,14:23:14,70.0
30.449011666666667,-97.65574,721.7848,2.0260155691441035,0.5347623219721047,2015-02-11,14:23:21,77.0
30.449065,-97.65575,721.7848,1.9197290656099748,0.5384951284885685,2015-02-11,14:23:28,84.0
30.449376666666666,-97.656135,741.46984,28.312085512107284,0.5699530012797989,2015-02-11,14:23:32,88.0
30.449655,-97.65638,751.31236,43.453847396934236,0.594094027611429,2015-02-11,14:23:34,90.0
30.449761666666667,-97.65652,764.43572,40.064216266492636,0.6052229765743437,2015-02-11,14:23:35,91.0
30.449861666666667,-97.65675,764.43572,55.23603328569947,0.6205663191537046,2015-02-11,14:23:36,92.0
30.449955,-97.657015,774.27824,61.38295702557165,0.6376171405496968,2015-02-11,14:23:37,93.0
30.450025,-97.65729,780.83992,61.48462704838283,0.654696203618692,2015-02-11,14:23:38,94.0
30.45009,-97.657505,774.27824,48.85486307851229,0.6682669989182787,2015-02-11,14:23:39,95.0
30.45012,-97.65778166666666,774.27824,8.54179199425854,0.6848760389071147,2015-02-11,14:23:46,102.0
30.450241666666667,-97.65822,797.24412,8.54179199425854,0.6848760389071147,2015-02-11,14:23:46,102.0
30.450276666666667,-97.65845,800.52496,8.54179199425854,0.6848760389071147,2015-02-11,14:23:46,102.0
30.450231666666667,-97.659145,790.68244,8.54179199425854,0.6848760389071147,2015-02-11,14:23:46,102.0
30.450173333333332,-97.659675,777.55908,114.5692320842636,0.716700825597188,2015-02-11,14:23:47,103.0
30.450125,-97.659985,767.71656,67.55107784387725,0.7354650138871539,2015-02-11,14:23:48,104.0
30.449981666666666,-97.660265,764.43572,69.8273797972541,0.7548615082752801,2015-02-11,14:23:49,105.0
30.449831666666668,-97.66051,767.71656,64.43592766510578,0.7727603770711428,2015-02-11,14:23:50,106.0
30.44972,-97.66072166666666,767.71656,53.21181190040821,0.7875414359323673,2015-02-11,14:23:51,107.0
30.449635,-97.660915,767.71656,46.53632612870082,0.8004681931903397,2015-02-11,14:23:52,108.0
30.449506666666668,-97.66112,767.71656,54.32551915262952,0.8155586151771812,2015-02-11,14:23:53,109.0
30.44908,-97.66159,764.43572,73.17791089311247,0.8562130101177993,2015-02-11,14:23:55,111.0
30.448815,-97.66171,767.71656,70.75952275345364,0.8758684331048697,2015-02-11,14:23:56,112.0
30.448616666666666,-97.66187,761.15488,60.09005130015957,0.8925601140215808,2015-02-11,14:23:57,113.0
30.448395,-97.662025,757.87404,64.37951026160643,0.9104433113164714,2015-02-11,14:23:58,114.0
30.44818,-97.66217,757.87404,61.860114751755944,0.9276266765252925,2015-02-11,14:23:59,115.0
30.44799,-97.662295,757.87404,54.331845076767685,0.9427188557132835,2015-02-11,14:24:00,116.0
30.44778833333333,-97.66242,754.5932,56.87408803993292,0.9585172135021538,2015-02-11,14:24:01,117.0
30.447565,-97.662555,754.5932,62.64130491025235,0.9759175759772238,2015-02-11,14:24:02,118.0
30.447365,-97.662695,751.31236,58.10359551372176,0.9920574636199243,2015-02-11,14:24:03,119.0
30.447176666666667,-97.66282166666667,748.03152,54.15012556323241,1.0070991651652665,2015-02-11,14:24:04,120.0
30.446956666666665,-97.662965,748.03152,62.76278620271194,1.0245332724437977,2015-02-11,14:24:05,121.0
30.446695,-97.663095,748.03152,70.80451659515089,1.0442011937202285,2015-02-11,14:24:06,122.0
30.44654,-97.663245,748.03152,50.20982625768297,1.058148367680696,2015-02-11,14:24:07,123.0
30.446325,-97.66338,748.03152,60.810843134538686,1.0750402685514011,2015-02-11,14:24:08,124.0
30.44612,-97.66351,748.03152,58.11353101981155,1.0911829160569044,2015-02-11,14:24:09,125.0
30.445905,-97.66366333333333,751.31236,62.777689976471265,1.1086211632725909,2015-02-11,14:24:10,126.0
30.445706666666666,-97.66381,751.31236,58.50524259061822,1.1248726195477625,2015-02-11,14:24:11,127.0
30.445515,-97.66394,754.5932,55.226541623621245,1.140213325554324,2015-02-11,14:24:12,128.0
30.445301666666666,-97.66407,761.15488,59.94063482531486,1.1568635018946893,2015-02-11,14:24:13,129.0
30.445145,-97.66425,757.87404,54.849206595118495,1.1720993926155556,2015-02-11,14:24:14,130.0
30.444938333333333,-97.664375,751.31236,57.97431266371661,1.188203368355477,2015-02-11,14:24:15,131.0
30.444745,-97.664535,748.03152,59.07407700205811,1.204612834189382,2015-02-11,14:24:16,132.0
30.444488333333332,-97.66461,741.46984,65.83687135520053,1.222900854010271,2015-02-11,14:24:17,133.0
30.444261666666666,-97.66474,748.03152,62.89566271454693,1.2403718714309786,2015-02-11,14:24:18,134.0
